mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,mfcc_14_mean,mfcc_14_std,mfcc_15_mean,mfcc_15_std,chroma_1_mean,chroma_2_mean,chroma_3_mean,chroma_4_mean,chroma_5_mean,chroma_6_mean,chroma_7_mean,chroma_8_mean,chroma_9_mean,chroma_10_mean,chroma_11_mean,chroma_12_mean,contrast_1_mean,contrast_2_mean,contrast_3_mean,contrast_4_mean,contrast_5_mean,contrast_6_mean,contrast_7_mean,spec_centroid_mean,spec_bandwidth_mean,spec_rolloff_mean,zcr_mean,rms_mean,tempo,genre
7.5396643,22.528435,105.74306,13.731087,-44.23292,8.495279,47.246574,8.439666,-24.077742,7.074098,25.471252,6.676769,-21.71531,8.108301,18.940683,7.993357,-13.293556,6.847091,14.485224,7.512619,-16.907755,7.323441,19.008696,6.937873,-13.852014,6.4872556,8.078018,8.136762,-12.612006,6.95533,0.6016919,0.39398223,0.7196472,0.27764988,0.3535393,0.3685666,0.32603255,0.33860165,0.220424,0.3318155,0.285353,0.46266663,21.611219711695536,13.19224819232218,17.672361508364176,19.06033434966372,20.69117655671529,19.76012078211592,43.85569227140673,2257.09112593994,2050.515915892792,4503.917893629808,0.1432053786057692,0.27826664,99.38401442307692,blues
-198.95267,42.53415,178.63107,15.575116,-32.549927,11.265047,39.757748,11.029718,24.343576,12.148456,4.480587,6.9966035,-18.406275,7.915268,0.28906402,6.177372,-10.912278,8.045477,-10.720607,6.7837963,-5.3579755,6.615073,-9.205475,6.3160257,-3.441863,6.7254586,-7.0116825,6.117241,-14.006795,6.232541,0.18743011,0.24440709,0.5051746,0.23179865,0.12844713,0.25794867,0.12294767,0.050660104,0.095069066,0.31114215,0.8413106,0.5207716,20.60702565409729,20.384778674160938,22.0587328466955,20.91557850060901,23.018026048905718,20.020192548933363,31.3234653499751,904.233310896772,1126.029044403604,1926.2278395432693,0.0424278846153846,0.14856075,95.703125,blues
-147.9667,46.141647,81.30354,15.803426,-4.7043147,25.643415,50.364334,12.688618,-29.878267,8.136467,19.144037,7.094403,-24.392723,8.882306,14.388343,5.6628704,-9.908966,11.653426,13.504134,6.682877,-18.42502,6.826407,7.817845,5.3133273,-18.974352,7.938744,4.9180794,5.2142,-13.246433,4.3840714,0.51509255,0.47016764,0.46099874,0.42473438,0.3158079,0.35643345,0.35051715,0.34248164,0.3061231,0.35211083,0.28859305,0.2597612,24.64201243009613,16.402890031233362,18.93733008230517,19.624043507778698,18.34124914666008,18.997506509315293,40.809147131218616,2597.567484719868,2439.0491985056483,5502.81005859375,0.1320462740384615,0.078029275,92.28515625,blues
-137.9604,61.842205,121.456276,32.6606,-7.004294,14.338701,52.800587,13.235344,5.809819,13.363613,19.623217,13.902983,-8.784039,12.163354,20.398647,9.644277,-16.672657,9.333619,11.880747,9.400683,-12.395801,8.352519,6.292985,11.53099,-3.278228,10.215178,0.049053866,7.827036,-9.067122,7.6976953,0.51012677,0.40658203,0.25731334,0.16375181,0.19560581,0.24836332,0.3404286,0.3746318,0.3804839,0.41092056,0.435027,0.44523805,23.264028730025345,16.245901476246065,17.818915899783825,16.41538414092121,18.275269345468548,19.608012633429137,38.536472915203575,1614.2249609789262,1949.266573795627,3477.3638446514424,0.0561072716346153,0.17025663,117.45383522727272,blues
-380.12192,42.03068,172.09027,22.655651,35.60465,8.360117,29.640783,10.988602,25.139297,9.334225,18.387033,6.493051,10.94378,5.9278903,10.7357855,6.9162436,5.1226044,5.0704994,6.4381137,5.4456472,-2.0133948,7.2771926,2.0102336,5.1022286,-2.7020524,4.8764663,-4.8371186,4.0809193,1.995906,4.816005,0.3026517,0.20095961,0.47354513,0.4799442,0.45251077,0.38228124,0.26962397,0.26596907,0.33231866,0.5257572,0.4316688,0.47907054,23.41307336424394,18.29572884056257,22.13937275883744,21.36413131175654,19.33834815147154,17.296421150872344,26.31706817783598,570.3165813465388,1112.2952449239374,878.9687875600962,0.0209322415865384,0.057311203,61.5234375,blues
-305.17044,49.779205,156.10538,23.446573,-2.9620728,14.500657,32.233036,19.751032,17.013912,17.229044,6.91164,14.898242,12.000905,10.303964,5.005242,10.565273,-13.028241,9.348988,8.973311,8.225904,-3.0684097,14.80776,-4.326846,7.013698,6.022378,6.938807,-1.4246848,11.101395,-6.0478234,6.478603,0.5375584,0.19003084,0.173665,0.17132491,0.17018867,0.20659478,0.25617355,0.27888915,0.26118702,0.3152117,0.4441859,0.69400376,24.07978809947499,19.03450450729796,20.60849676715486,17.533558313868685,18.50992904758228,21.808253144927544,29.08536905997062,909.207142581002,1391.90662250117,1827.09228515625,0.0282902644230769,0.061060525,99.38401442307692,blues
-189.48254,75.63092,150.51746,20.604294,-44.23918,30.732637,37.136192,13.084593,12.403664,9.812728,14.289928,10.79449,-2.564651,14.017118,9.214677,9.684354,-14.2683935,8.268911,0.10279101,11.974627,-0.65789056,8.534567,-3.939285,9.05553,-2.488649,6.4201293,-2.0823343,5.797802,-1.9907161,6.694451,0.16429678,0.124787085,0.22064564,0.35114488,0.4245903,0.24919756,0.10230437,0.1839999,0.22774266,0.26301965,0.43905234,0.31031555,15.84890052373106,20.887301200688515,24.04310659576858,23.326439644679795,22.701126226219788,21.399106268224106,32.15251962881185,1252.726064742936,1252.847510286563,2208.478440504808,0.0734074519230769,0.17623223,215.33203125,blues
-216.69421,42.948734,164.64366,21.957493,-5.755311,11.590801,39.205776,7.9169326,20.858631,9.396887,19.932327,9.537685,1.2432197,8.817931,13.449292,5.450434,-13.741098,6.693852,-0.815085,9.408577,-7.721668,6.0721416,2.9496067,6.0590158,-0.63135767,6.8212333,1.7907177,5.370216,-7.845715,6.15585,0.4124074,0.36895627,0.49346948,0.33749813,0.24272786,0.30780953,0.40726385,0.3990245,0.33542493,0.3490528,0.31762767,0.360973,22.676819497869545,16.781001745686957,17.234337091615732,18.13458727183483,18.908453041895005,18.245907162237582,32.140163059450856,857.5744927336385,1360.1840327032332,1730.7726111778843,0.0275315504807692,0.13386765,172.265625,blues
-47.89,31.74476,74.76214,16.680902,-17.820951,17.561592,57.703423,10.17278,-4.498849,10.696152,29.41362,9.7556305,-23.17379,11.125926,22.890617,8.18054,-10.442749,6.63789,29.327765,6.529612,-6.7944093,8.309405,8.978401,6.79877,-11.706897,7.4010158,6.203993,7.8997912,-13.947944,8.315013,0.35106233,0.2523023,0.29585347,0.30240914,0.3984841,0.728579,0.36912912,0.28746122,0.19871117,0.3687428,0.23770358,0.22113307,20.562210929267707,16.173549972099405,22.029305950593592,20.52282757128037,21.252310130259342,18.5553107727707,43.9537470882,2650.469731586712,2444.36984246522,5692.881986177885,0.1182804987980769,0.22792026,117.45383522727272,blues
-222.43983,41.713627,115.5463,14.255387,18.52026,10.614141,33.303112,11.210126,-1.5155902,11.175959,23.445477,9.367548,-17.91089,6.2868514,15.791303,7.666025,-26.935074,10.101521,-4.907136,8.673558,-19.043797,7.075088,-13.659674,5.8462477,-17.964216,7.551243,-2.1677327,6.553691,-7.532417,8.273691,0.091872185,0.3896247,0.71063995,0.4839315,0.13014753,0.054839257,0.11791868,0.19563095,0.20429644,0.46398842,0.22094536,0.06581093,36.895381323959946,23.54972508663953,27.076444455319304,24.627584157219392,23.093233130027805,21.901931787988243,39.45731679139029,1094.8685108830632,1811.579257893222,1934.3442007211536,0.0338341346153846,0.15013392,117.45383522727272,blues
-59.93881,50.027462,116.610054,17.82357,-37.419865,16.419243,66.81795,11.249086,1.6274205,8.367198,25.65106,6.7587423,-19.627773,14.051883,19.960058,6.7288556,-7.1866026,6.1405306,20.668638,6.531387,-5.621998,6.4377546,11.864481,5.9165416,-12.464276,5.4513974,3.6936228,7.9797325,-5.901279,5.1844764,0.30994338,0.41071332,0.45331186,0.46921968,0.5961081,0.47819296,0.37025023,0.42640603,0.49780098,0.5767746,0.4535143,0.32981914,21.411560807635087,13.92513318884915,17.06198813361506,16.864009348748507,17.305700833436006,17.58899122619808,40.16710117332156,1895.942037922693,1930.695693458392,3868.274301382211,0.0900540865384615,0.20612875,92.28515625,blues
-224.21233,65.49385,135.56018,32.17514,-14.859412,26.362211,62.809937,22.321491,7.4330792,17.205364,9.824938,9.876257,1.4940321,12.692745,0.9010056,9.2933445,-27.193747,9.868644,8.418102,9.58289,10.235194,12.8803215,-3.750267,8.617128,3.5686488,10.989686,8.272851,8.24208,-1.0940013,8.575379,0.3715564,0.18305637,0.10716477,0.1270565,0.26373628,0.23273695,0.19801554,0.22794087,0.37197578,0.6873149,0.41372415,0.2766476,16.306663881223805,19.922394561313094,24.109835379481467,21.39802181701456,20.464478438697483,22.21112226853075,32.349133787187064,1304.3129179388852,1512.3843558880774,2601.625037560096,0.057354266826923,0.096221544,129.19921875,blues
-322.71182,97.43647,100.83299,27.506628,12.335083,29.137794,27.645512,13.565218,-1.8471689,20.111546,19.151459,13.195548,-9.204803,15.582645,11.380875,8.91854,-17.508787,12.939543,-0.7354247,9.612661,-11.848908,7.8042774,-6.6661243,8.58335,-7.3080435,6.8342113,-5.1288743,11.864546,-9.098843,10.969043,0.24223442,0.11510931,0.07560849,0.18120384,0.38696367,0.7612037,0.37266952,0.0889602,0.09950577,0.114569746,0.05335653,0.09365318,32.56221301052681,22.68330998921196,24.29139148791877,24.055993469352103,26.05617459930768,22.977980019120604,34.54190661172725,1327.138437200275,1730.144499156459,2747.471078725961,0.0537109375,0.06727917,75.99954044117646,blues
-226.43224,63.794426,129.2669,26.303097,-4.3913546,17.684513,64.69545,11.111561,16.559315,12.8686075,22.136696,15.771748,12.844125,11.406972,13.561679,10.365098,-3.6156268,9.69058,11.12152,7.5771775,0.89595824,8.608258,1.9057596,8.799584,-10.386676,5.6336217,-6.8388815,7.468527,-1.1223915,5.271202,0.38494653,0.3163006,0.31045818,0.2627186,0.33001646,0.41706654,0.508084,0.6328903,0.44136095,0.2958719,0.26256907,0.30601618,25.79593598127206,17.24603210268722,18.422433835217426,19.23251590818813,18.58495817014089,18.90379343557452,32.47004880237601,1156.2182414226036,1641.3303339226982,2671.0282076322114,0.0349872295673076,0.1144269,80.74951171875,blues
-270.37778,91.37714,139.04823,35.68054,13.2579155,37.25184,50.248764,15.72192,14.936064,14.782617,23.621887,10.863247,4.756987,8.91836,6.4127254,10.048386,-20.27414,11.240906,14.931372,8.93258,4.921816,8.282963,3.1623096,7.765284,1.4563949,7.6675124,9.023806,7.165492,-0.5127763,7.3906183,0.16253817,0.22307798,0.2243727,0.2956641,0.40560016,0.6402817,0.6594699,0.52164465,0.4689335,0.45955387,0.2254487,0.116758205,20.314489860125168,17.376588241849575,22.1789696296387,20.05094488808267,20.14761528032098,19.877360117259943,31.66504945466518,1039.1124921469918,1485.0642165258107,1650.1059194711538,0.0464393028846153,0.101979986,99.38401442307692,blues
-236.03676,72.23755,135.49281,23.327742,-26.81888,35.696896,67.63983,13.5272875,4.914593,11.954861,16.297394,9.224621,-6.4840617,14.636757,3.0110781,9.820313,-11.947101,10.726792,0.33677784,11.131403,-1.5172367,9.429571,-4.5107603,9.76601,-4.6419277,7.9579635,13.166803,8.917147,2.8581605,6.9468894,0.32665095,0.2772738,0.23907194,0.16127583,0.15879041,0.13479726,0.17050329,0.18970239,0.34505907,0.7529583,0.38533416,0.23803118,15.933394876687071,19.056483699991087,24.17905585031157,20.61080107233029,20.280080649952858,19.896696948896555,30.1201197667883,1341.1522907109647,1595.413162681955,2889.838679387019,0.0533804086538461,0.085714474,198.76802884615384,blues
-184.29659,84.02693,128.30226,24.26371,-40.93246,16.544611,26.279747,21.104668,-16.931051,13.277224,10.392052,10.732094,-12.839739,13.801742,12.901834,9.463812,-4.992169,9.169057,1.954486,6.845434,-8.096183,8.597784,3.2998364,6.832114,-4.296392,8.870879,-1.3779118,7.8310556,-2.6749818,6.998596,0.5091471,0.115288064,0.1483987,0.34141523,0.23310952,0.29509932,0.2344176,0.3674121,0.16929272,0.099831834,0.28889373,0.3723688,14.34592990644707,15.00904070644211,21.86289954493414,24.82821090361812,20.656605856805967,17.286496774065366,35.44738876407546,1569.4900966757457,1542.5540467991298,2885.780498798077,0.0827749399038461,0.12604284,161.4990234375,blues
-69.95658,37.36098,90.04427,18.581123,-19.629671,15.349357,55.717354,10.373816,-23.895685,8.485329,37.058056,7.287807,-8.513148,7.7155867,27.016039,6.0710316,-15.367973,6.455802,19.246532,7.105211,-15.082239,5.2587557,10.115746,5.181969,-14.768326,8.424153,4.2767544,5.157172,-9.197344,4.4563193,0.5038209,0.34750542,0.4752828,0.3746109,0.3772666,0.42549044,0.4827765,0.8227641,0.5533271,0.4488483,0.45419523,0.38256058,20.37503247400277,13.433303267033631,15.756172840359577,17.71123661939953,18.2030348826789,17.74546369544491,42.866173549407,2537.338255885992,2333.3889285151245,5275.966045673077,0.1358022836538461,0.13827823,86.1328125,blues
-207.50642,69.702324,137.17389,32.068832,22.902313,23.690226,57.706707,14.927094,9.469128,14.492609,25.853577,10.522255,-2.2605727,12.886792,19.073185,12.541769,-12.467905,11.61668,5.141272,9.597702,-3.014314,10.340719,1.7693564,12.549307,-2.4697042,8.527196,0.8962414,9.923712,-6.338367,7.8824596,0.4055538,0.31414342,0.33659056,0.43226182,0.6754338,0.6085718,0.43986234,0.32774863,0.37189204,0.32937124,0.37987784,0.4810667,21.86993812158113,16.78701259221965,22.01299946673383,20.1911459348084,21.38968327705168,21.05107436845449,36.53914990602689,1108.640318942878,1654.284778703112,2333.536658653846,0.0327899639423076,0.14113045,143.5546875,blues
-192.55556,56.800327,124.9925,29.481087,9.242584,21.294806,48.698624,17.625046,10.478197,14.443091,14.41897,17.295374,-7.239756,15.268006,13.398768,9.642558,-6.4827223,10.654969,10.985057,10.064331,-9.432331,10.538674,-0.12094891,7.806224,4.8891945,9.153724,-7.5386543,10.305778,-5.1243863,9.160819,0.30994952,0.26705313,0.17019898,0.21676628,0.26142347,0.2564108,0.33120883,0.43770617,0.63396215,0.5757407,0.36155805,0.3055633,24.419238894620666,18.483282887866224,21.03878697733077,20.29220823258248,20.443014681911382,21.53512744495572,36.2786131837711,1375.1971411458787,1823.6915324045287,2910.460862379808,0.0434457632211538,0.14848873,184.5703125,blues
-215.05998,63.670265,99.98012,26.15457,3.6724734,20.182371,27.995815,11.334611,-1.6359161,15.527299,31.204481,11.071161,-14.632749,11.417122,12.906612,8.928123,-31.700365,11.13061,-0.51418495,11.278853,-24.939093,11.680252,-8.7456,7.2868395,-8.439306,8.754172,2.4856942,8.468132,-4.781718,8.895694,0.2270697,0.40816873,0.6294592,0.4628323,0.27344707,0.19646466,0.15707067,0.15590738,0.22034419,0.38319543,0.17678618,0.115518056,33.0968291945181,18.326240011750016,25.002302963750964,21.94147471978571,21.99569391407643,21.06726928636935,40.35668626180795,1786.9589706520492,2214.5409508488124,4218.934232271635,0.064501953125,0.10375488,184.5703125,blues
-206.16324,40.851166,122.91314,28.410236,-0.28956106,27.356628,49.050518,10.807166,0.6488968,8.914955,18.950592,13.524624,2.489306,8.876203,7.3687143,10.422616,-26.42682,10.258534,10.254067,9.411111,-11.228924,8.328985,-4.6996045,6.881138,-7.2424293,7.7003317,7.436565,8.762925,2.7508802,9.564696,0.07645764,0.046985723,0.12957421,0.18642305,0.1777252,0.21098568,0.128256,0.16908887,0.43383905,0.4331125,0.65513235,0.3498726,17.451635728465618,16.829005197892936,22.748964262968684,20.32629281098548,20.76503748345269,20.64853329915069,34.36822568840492,1420.565242452374,1780.35132669227,2910.378042367789,0.0657752403846153,0.1142275,215.33203125,blues
-144.65463,39.464878,86.978096,27.3969,-22.051558,22.4819,50.39761,16.774302,-36.37241,17.511703,35.043358,11.736299,-16.388823,15.737633,15.24808,9.936178,-8.380926,8.060259,5.1200795,10.010946,-9.125798,7.1245584,6.777357,11.645596,-26.786207,8.712713,-2.1790314,8.555216,-9.177538,8.286943,0.41397515,0.30213788,0.18691185,0.20232615,0.22828415,0.4067419,0.3022552,0.37490222,0.46273893,0.28998825,0.21919475,0.20945607,23.958085709574767,15.23091427269376,20.26734886868182,22.394399971679245,22.531263312646388,22.521347713634707,39.24101838147905,2499.4738704467118,2126.896362052153,4903.524451622596,0.1435434194711538,0.114111856,112.34714673913044,blues
-320.81522,52.337532,123.330605,32.643166,39.911915,18.449873,52.250267,17.870777,3.0447946,7.7182946,38.322807,7.381478,-5.4546113,6.446691,17.377424,6.3529396,-15.234844,7.8532233,7.2159657,8.089209,-12.283425,8.211019,2.0185456,6.6517143,-6.145534,5.948412,-0.47410265,9.657785,-8.467777,7.512403,0.43313676,0.2722165,0.24849592,0.40983588,0.25995383,0.09770678,0.06558291,0.11186607,0.23854998,0.34155402,0.49767557,0.3870485,27.845572650128137,19.735769349756254,22.78199685882232,20.41438660766015,18.333219998981328,18.45783013484201,34.09785696113714,1106.4184691739192,1825.4594984662365,2260.986328125,0.0253267728365384,0.061245315,60.09265988372093,blues
-393.83725,93.291664,103.9056,25.910955,24.392632,30.007645,23.251245,13.1528015,7.5252028,18.184774,17.629902,17.650938,0.07541063,9.804415,11.599989,16.659504,-2.1676688,10.336,-1.8632296,8.167214,-9.860247,9.96531,-9.627465,9.34874,-6.391684,10.016295,-5.5124493,10.384602,-6.2854176,9.447168,0.23694995,0.11046066,0.07432685,0.17293349,0.31423223,0.65115476,0.34811038,0.17148739,0.16149947,0.16745253,0.23606047,0.17050304,31.983009206462995,20.74196714881485,24.661353453351808,22.32511264483989,22.99788863135143,20.074911221930808,29.429527185080048,1037.522117668912,1556.7872614317764,1908.255896935096,0.039532001201923,0.046796184,129.19921875,blues
-252.84679,59.83549,153.725,16.103565,5.7737284,26.603481,51.776096,14.282453,9.145837,12.695189,7.1325083,8.002532,1.0750967,5.157525,-1.0154326,11.432809,-18.611961,7.820929,5.892258,7.0382795,-5.1621094,14.371047,0.8113709,6.153024,-1.6067353,6.7371836,1.5829831,7.060998,2.798043,8.246622,0.17312919,0.115957595,0.06403452,0.14647269,0.2707752,0.13788398,0.13718453,0.25770867,0.47756633,0.7148991,0.3367738,0.1994579,16.139124501457076,19.669472987055578,23.136606774133256,17.973621838572218,18.665497670316277,20.96835699852092,30.788054956577703,955.236636682844,1397.292931053715,1775.4954176682693,0.0400841346153846,0.10156027,129.19921875,blues
-112.995865,38.900463,89.85688,15.467128,-7.1445518,13.350967,50.16775,12.494002,-34.8522,10.347609,17.673803,8.056099,-19.650291,7.9778013,14.661759,6.604189,-11.842851,7.719314,16.058998,8.565147,-13.617081,8.043577,11.454991,5.702345,-20.6295,4.831965,1.6592124,8.275554,-11.054509,7.547724,0.43811527,0.28185847,0.16659158,0.18903928,0.26282376,0.8093754,0.42028317,0.2386139,0.23875903,0.40756363,0.25146532,0.20012718,21.663462175727727,14.578092680821458,19.386372223011165,18.88395303368925,18.932509971337936,20.169232499466062,40.33460254866127,2524.155215261727,2383.372348385128,5318.866811899038,0.1327561598557692,0.09830451,161.4990234375,blues
-91.548256,55.16559,120.50536,20.390358,-48.6574,17.223782,60.224133,14.070912,-3.3666258,10.756858,17.89582,10.828605,-5.479296,9.213058,9.543955,12.477562,-19.755941,10.481715,16.518581,8.14316,-0.63580674,8.392143,7.9301934,8.284412,-9.860802,8.666632,-0.12650457,7.7330604,-8.88276,7.7627935,0.31536478,0.4526792,0.47727016,0.39716405,0.20722346,0.3601935,0.6507961,0.3502041,0.36547348,0.3530517,0.34480548,0.2849259,21.308321099789108,16.980574976819796,19.654882256498677,19.93900132345953,18.853832171108134,22.593252480090605,38.07428238181857,1899.840832703887,1754.4248676661748,3658.7396709735576,0.1153921274038461,0.1733943,103.359375,blues
